52	93
53	93
347	93
52	94
53	94
347	94
52	95
53	95
347	95
348	95
52	96
53	96
348	96
53	97
348	97
53	98
348	98
53	99
348	99
53	100
348	100
53	101
348	101
53	102
348	102
53	103
348	103
53	104
348	104
53	105
348	105
53	106
348	106
53	107
348	107
53	108
348	108
53	109
348	109
53	110
348	110
53	111
348	111
53	112
348	112
53	113
348	113
53	114
348	114
53	115
348	115
53	116
348	116
53	117
348	117
53	118
348	118
53	119
348	119
53	120
348	120
53	121
348	121
53	122
348	122
53	123
348	123
53	124
348	124
53	125
348	125
53	126
348	126
53	127
348	127
53	128
348	128
53	129
348	129
53	130
348	130
53	131
348	131
53	132
348	132
53	133
348	133
53	134
348	134
53	135
348	135
53	136
348	136
53	137
348	137
53	138
348	138
53	139
348	139
53	140
348	140
53	141
348	141
53	142
348	142
53	143
348	143
53	144
348	144
53	145
348	145
53	146
348	146
53	147
348	147
53	148
348	148
53	149
348	149
53	150
348	150
53	151
348	151
53	152
348	152
53	153
348	153
53	154
348	154
53	155
348	155
53	156
348	156
53	157
348	157
53	158
348	158
53	159
348	159
53	160
348	160
53	161
348	161
53	162
348	162
53	163
348	163
53	164
348	164
53	165
348	165
53	166
348	166
53	167
348	167
53	168
348	168
53	169
348	169
53	170
348	170
53	171
348	171
53	172
348	172
53	173
348	173
53	174
348	174
53	175
348	175
53	176
348	176
53	177
348	177
53	178
348	178
53	179
348	179
53	180
348	180
53	181
348	181
53	182
348	182
53	183
348	183
53	184
348	184
53	185
348	185
53	186
348	186
53	187
348	187
53	188
348	188
53	189
348	189
53	190
348	190
53	191
348	191
53	192
348	192
53	193
348	193
53	194
348	194
53	195
348	195
53	196
348	196
53	197
348	197
53	198
348	198
53	199
348	199
53	200
348	200
53	201
348	201
53	202
348	202
53	203
348	203
53	204
348	204
53	205
348	205
53	206
348	206
53	207
348	207
53	208
348	208
53	209
348	209
53	210
348	210
53	211
348	211
53	212
348	212
53	213
348	213
53	214
348	214
53	215
348	215
53	216
348	216
53	217
348	217
53	218
348	218
53	219
348	219
53	220
348	220
53	221
348	221
53	222
348	222
53	223
348	223
53	224
348	224
53	225
348	225
53	226
348	226
53	227
348	227
53	228
348	228
53	229
348	229
53	230
348	230
53	231
348	231
53	232
348	232
53	233
348	233
53	234
348	234
53	235
348	235
53	236
348	236
53	237
348	237
53	238
348	238
53	239
348	239
53	240
348	240
53	241
348	241
53	242
348	242
53	243
348	243
53	244
348	244
53	245
348	245
53	246
348	246
53	247
348	247
53	248
348	248
53	249
348	249
53	250
348	250
53	251
348	251
53	252
348	252
53	253
348	253
53	254
348	254
53	255
348	255
53	256
348	256
53	257
348	257
53	258
348	258
53	259
348	259
53	260
348	260
53	261
348	261
53	262
348	262
53	263
348	263
53	264
348	264
53	265
348	265
53	266
348	266
53	267
348	267
53	268
348	268
53	269
348	269
53	270
348	270
53	271
348	271
53	272
348	272
53	273
348	273
53	274
348	274
53	275
348	275
53	276
348	276
53	277
348	277
53	278
348	278
53	279
348	279
53	280
348	280
53	281
348	281
53	282
348	282
53	283
348	283
53	284
348	284
53	285
348	285
53	286
348	286
53	287
348	287
53	288
348	288
53	289
348	289
53	290
348	290
53	291
348	291
53	292
348	292
53	293
348	293
53	294
348	294
53	295
348	295
53	296
348	296
53	297
348	297
53	298
348	298
53	299
348	299
53	300
348	300
53	301
348	301
53	302
348	302
53	303
348	303
53	304
348	304
53	305
348	305
53	306
348	306
53	307
348	307
53	308
348	308
53	309
348	309
53	310
348	310
53	311
348	311
53	312
348	312
53	313
348	313
53	314
348	314
53	315
348	315
53	316
348	316
53	317
348	317
53	318
348	318
53	319
348	319
53	320
348	320
53	321
348	321
53	322
348	322
53	323
348	323
53	324
348	324
53	325
348	325
53	326
348	326
53	327
348	327
53	328
348	328
53	329
348	329
53	330
348	330
53	331
348	331
53	332
348	332
53	333
348	333
53	334
348	334
53	335
348	335
53	336
348	336
53	337
348	337
53	338
348	338
53	339
348	339
53	340
348	340
53	341
348	341
53	342
348	342
53	343
348	343
53	344
348	344
53	345
348	345
53	346
348	346
53	347
348	347
53	348
348	348
53	349
348	349
53	350
348	350
53	351
348	351
53	352
348	352
53	353
348	353
53	354
348	354
53	355
348	355
53	356
348	356
53	357
348	357
53	358
348	358
53	359
348	359
53	360
348	360
53	361
348	361
53	362
348	362
53	363
348	363
53	364
348	364
53	365
348	365
53	366
348	366
53	367
348	367
53	368
348	368
53	369
348	369
53	370
348	370
53	371
348	371
53	372
348	372
53	373
348	373
53	374
348	374
53	375
348	375
53	376
348	376
53	377
348	377
53	378
348	378
53	379
348	379
53	380
348	380
53	381
348	381
53	382
348	382
53	383
348	383
53	384
348	384
53	385
348	385
53	386
348	386
53	387
348	387
53	388
348	388
53	389
348	389
53	390
348	390
53	391
348	391
53	392
348	392
53	393
348	393
53	394
348	394
53	395
348	395
53	396
348	396
53	397
348	397
53	398
348	398
53	399
348	399
53	400
348	400
53	401
348	401
53	402
348	402
53	403
348	403
53	404
348	404
53	405
348	405
53	406
348	406
53	407
348	407
53	408
348	408
53	409
348	409
52	410
53	410
348	410
52	411
53	411
348	411
52	412
53	412
53	413
